booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
May012216561RT215,16561,25-04-22,1/5/2022,7/5/2022,1,RT2,others,4,Checked Out,12600,12600
May012216561RT216,16561,1/5/2022,1/5/2022,2/5/2022,2,RT2,makeyourtrip,,Cancelled,12600,5040
May012216561RT217,16561,28-04-22,1/5/2022,7/5/2022,1,RT2,logtrip,,Cancelled,12600,5040
May012216561RT218,16561,25-04-22,1/5/2022,6/5/2022,2,RT2,makeyourtrip,3,Checked Out,12600,12600
May012216561RT219,16561,25-04-22,1/5/2022,2/5/2022,1,RT2,others,2,Checked Out,12600,12600
May012216561RT220,16561,25-04-22,1/5/2022,6/5/2022,2,RT2,direct online,5,Checked Out,12600,12600
May012216561RT221,16561,24-04-22,1/5/2022,2/5/2022,2,RT2,tripster,4,Checked Out,12600,12600
May012216561RT222,16561,27-04-22,1/5/2022,5/5/2022,2,RT2,direct offline,5,Checked Out,12600,12600
May012216561RT223,16561,28-04-22,1/5/2022,6/5/2022,2,RT2,tripster,,Cancelled,12600,5040
May012216561RT224,16561,28-04-22,1/5/2022,6/5/2022,1,RT2,makeyourtrip,2,Checked Out,12600,12600
May012216561RT31,16561,26-04-22,1/5/2022,4/5/2022,2,RT3,logtrip,,Cancelled,16800,6720
May012216561RT32,16561,28-04-22,1/5/2022,6/5/2022,2,RT3,others,1,Checked Out,16800,16800
May012216561RT33,16561,28-04-22,1/5/2022,3/5/2022,4,RT3,tripster,5,Checked Out,20160,20160
May012216561RT34,16561,25-04-22,1/5/2022,2/5/2022,2,RT3,makeyourtrip,4,Checked Out,16800,16800
May012216561RT35,16561,28-04-22,1/5/2022,7/5/2022,1,RT3,others,,Cancelled,16800,6720
May012216561RT36,16561,27-04-22,1/5/2022,3/5/2022,3,RT3,makeyourtrip,5,Checked Out,18480,18480
May012216561RT37,16561,29-04-22,1/5/2022,2/5/2022,1,RT3,others,5,Checked Out,16800,16800
May012216561RT38,16561,1/5/2022,1/5/2022,2/5/2022,2,RT3,tripster,,Cancelled,16800,6720
May012216561RT39,16561,10/4/2022,1/5/2022,2/5/2022,2,RT3,others,,Cancelled,16800,6720
May012216561RT310,16561,28-04-22,1/5/2022,6/5/2022,2,RT3,others,,Cancelled,16800,6720
May012216561RT311,16561,24-04-22,1/5/2022,3/5/2022,3,RT3,others,,Cancelled,18480,7392
May012216561RT312,16561,29-04-22,1/5/2022,4/5/2022,1,RT3,others,4,Checked Out,16800,16800
May012216561RT313,16561,26-04-22,1/5/2022,2/5/2022,3,RT3,others,4,Checked Out,18480,18480
May012216561RT314,16561,30-04-22,1/5/2022,2/5/2022,2,RT3,others,5,Checked Out,16800,16800
May012216561RT315,16561,29-04-22,1/5/2022,3/5/2022,2,RT3,direct offline,,Cancelled,16800,6720
May012216561RT316,16561,26-04-22,1/5/2022,2/5/2022,2,RT3,direct offline,5,Checked Out,16800,16800
May012216561RT317,16561,29-04-22,1/5/2022,2/5/2022,6,RT3,journey,,Cancelled,23520,9408
May012216561RT318,16561,25-04-22,1/5/2022,2/5/2022,3,RT3,direct online,,Cancelled,18480,7392
May012216561RT319,16561,28-04-22,1/5/2022,2/5/2022,2,RT3,direct online,5,Checked Out,16800,16800
May012216561RT320,16561,10/4/2022,1/5/2022,6/5/2022,2,RT3,makeyourtrip,3,Checked Out,16800,16800
May012216561RT321,16561,1/5/2022,1/5/2022,2/5/2022,2,RT3,others,5,Checked Out,16800,16800
May012216561RT41,16561,29-04-22,1/5/2022,2/5/2022,2,RT4,tripster,,Cancelled,26600,10640
May012216561RT42,16561,27-04-22,1/5/2022,2/5/2022,3,RT4,tripster,,Cancelled,29260,11704
May012216561RT43,16561,27-04-22,1/5/2022,2/5/2022,2,RT4,others,3,Checked Out,26600,26600
May012216561RT44,16561,29-04-22,1/5/2022,7/5/2022,1,RT4,makeyourtrip,,Checked Out,26600,26600
May012216561RT45,16561,30-04-22,1/5/2022,2/5/2022,5,RT4,others,,Cancelled,34580,13832
May012216561RT46,16561,27-04-22,1/5/2022,5/5/2022,2,RT4,others,,Checked Out,26600,26600
May012216561RT47,16561,10/4/2022,1/5/2022,6/5/2022,4,RT4,others,,Cancelled,31920,12768
May012216561RT48,16561,29-04-22,1/5/2022,7/5/2022,2,RT4,others,,Checked Out,26600,26600
May012216561RT49,16561,1/5/2022,1/5/2022,3/5/2022,2,RT4,makeyourtrip,5,Checked Out,26600,26600
May012216562RT11,16562,24-04-22,1/5/2022,5/5/2022,2,RT1,tripster,,Cancelled,9100,3640
May012216562RT12,16562,27-04-22,1/5/2022,2/5/2022,2,RT1,others,3,Checked Out,9100,9100
May012216562RT13,16562,26-04-22,1/5/2022,6/5/2022,2,RT1,logtrip,3,Checked Out,9100,9100
May012216562RT14,16562,28-04-22,1/5/2022,5/5/2022,3,RT1,makeyourtrip,,Checked Out,10010,10010
May012216562RT15,16562,29-04-22,1/5/2022,2/5/2022,3,RT1,journey,,Checked Out,10010,10010
May012216562RT16,16562,27-04-22,1/5/2022,6/5/2022,2,RT1,makeyourtrip,,No Show,9100,9100
May012216562RT17,16562,27-04-22,1/5/2022,7/5/2022,2,RT1,makeyourtrip,,Checked Out,9100,9100
May012216562RT18,16562,27-04-22,1/5/2022,5/5/2022,2,RT1,others,,Cancelled,9100,3640
May012216562RT19,16562,11/4/2022,1/5/2022,3/5/2022,2,RT1,direct offline,3,Checked Out,9100,9100
May012216562RT110,16562,28-04-22,1/5/2022,2/5/2022,2,RT1,direct online,3,Checked Out,9100,9100
May012216562RT111,16562,28-04-22,1/5/2022,3/5/2022,2,RT1,logtrip,,Cancelled,9100,3640
May012216562RT112,16562,29-04-22,1/5/2022,3/5/2022,2,RT1,makeyourtrip,,Cancelled,9100,3640
May012216562RT113,16562,29-04-22,1/5/2022,4/5/2022,2,RT1,others,5,Checked Out,9100,9100
May012216562RT114,16562,10/4/2022,1/5/2022,4/5/2022,3,RT1,makeyourtrip,,Cancelled,10010,4004
May012216562RT115,16562,29-04-22,1/5/2022,2/5/2022,4,RT1,tripster,2,Checked Out,10920,10920
May012216562RT116,16562,30-04-22,1/5/2022,2/5/2022,2,RT1,others,3,Checked Out,9100,9100
May012216562RT117,16562,28-04-22,1/5/2022,2/5/2022,2,RT1,others,,Checked Out,9100,9100
May012216562RT118,16562,1/5/2022,1/5/2022,6/5/2022,3,RT1,tripster,,Cancelled,10010,4004
May012216562RT119,16562,26-04-22,1/5/2022,4/5/2022,3,RT1,others,3,Checked Out,10010,10010
May012216562RT120,16562,29-04-22,1/5/2022,6/5/2022,3,RT1,others,1,Checked Out,10010,10010
May012216562RT21,16562,1/5/2022,1/5/2022,2/5/2022,4,RT2,tripster,,Cancelled,15120,6048
May012216562RT22,16562,28-04-22,1/5/2022,4/5/2022,2,RT2,direct offline,3,Checked Out,12600000,12600
May012216562RT23,16562,26-04-22,1/5/2022,2/5/2022,2,RT2,tripster,,Cancelled,12600,5040
May012216562RT24,16562,26-04-22,1/5/2022,4/5/2022,2,RT2,logtrip,,Cancelled,12600,5040
May012216562RT25,16562,28-04-22,1/5/2022,4/5/2022,1,RT2,others,2,Checked Out,12600,12600
May012216562RT26,16562,26-04-22,1/5/2022,2/5/2022,2,RT2,others,4,Checked Out,12600,12600
May012216562RT27,16562,26-04-22,1/5/2022,2/5/2022,2,RT2,others,,Cancelled,12600,5040
May012216562RT28,16562,27-04-22,1/5/2022,3/5/2022,1,RT2,journey,,Cancelled,12600,5040
May012216562RT29,16562,29-04-22,1/5/2022,4/5/2022,2,RT2,others,,Checked Out,12600,12600
May012216562RT210,16562,1/5/2022,1/5/2022,2/5/2022,2,RT2,others,3,Checked Out,12600,12600
May012216562RT211,16562,25-04-22,1/5/2022,3/5/2022,3,RT2,logtrip,,Checked Out,13860,13860
May012216562RT212,16562,10/4/2022,1/5/2022,7/5/2022,3,RT2,makeyourtrip,3,Checked Out,13860,13860
May012216562RT213,16562,26-04-22,1/5/2022,2/5/2022,2,RT2,makeyourtrip,3,Checked Out,12600,12600
May012216562RT214,16562,28-04-22,1/5/2022,2/5/2022,2,RT2,direct offline,3,Checked Out,12600,12600
May012216562RT215,16562,25-04-22,1/5/2022,2/5/2022,2,RT2,direct offline,,Cancelled,12600,5040
May012216562RT216,16562,29-04-22,1/5/2022,2/5/2022,4,RT2,others,3,Checked Out,15120,15120
May012216562RT217,16562,24-04-22,1/5/2022,3/5/2022,2,RT2,others,5,Checked Out,12600,12600
May012216562RT218,16562,28-04-22,1/5/2022,7/5/2022,2,RT2,others,,Checked Out,12600,12600
May012216562RT219,16562,27-04-22,1/5/2022,2/5/2022,3,RT2,others,,Cancelled,13860,5544
May012216562RT220,16562,28-04-22,1/5/2022,2/5/2022,3,RT2,others,,Cancelled,13860,5544
May012216562RT221,16562,28-04-22,1/5/2022,2/5/2022,2,RT2,makeyourtrip,,Cancelled,12600,5040
May012216562RT222,16562,26-04-22,1/5/2022,7/5/2022,2,RT2,others,,Cancelled,12600,5040
May012216562RT223,16562,25-04-22,1/5/2022,2/5/2022,2,RT2,others,,Checked Out,12600,12600
May012216562RT224,16562,27-04-22,1/5/2022,2/5/2022,4,RT2,others,4,Checked Out,15120,15120
May012216562RT225,16562,10/4/2022,1/5/2022,7/5/2022,2,RT2,others,,Cancelled,12600,5040
May012216562RT226,16562,27-04-22,1/5/2022,3/5/2022,1,RT2,others,3,Checked Out,12600,12600
May012216562RT227,16562,26-04-22,1/5/2022,7/5/2022,2,RT2,others,,Checked Out,12600,12600
May012216562RT228,16562,27-04-22,1/5/2022,2/5/2022,2,RT2,others,,Checked Out,12600,12600
May012216562RT229,16562,25-04-22,1/5/2022,4/5/2022,3,RT2,makeyourtrip,3,Checked Out,13860,13860
May012216562RT230,16562,29-04-22,1/5/2022,7/5/2022,2,RT2,tripster,,Checked Out,12600,12600
May012216562RT31,16562,29-04-22,1/5/2022,2/5/2022,2,RT3,tripster,3,Checked Out,16800,16800
May012216562RT32,16562,10/4/2022,1/5/2022,2/5/2022,2,RT3,others,3,Checked Out,16800,16800
May012216562RT33,16562,28-04-22,1/5/2022,2/5/2022,2,RT3,logtrip,,Cancelled,16800,6720
May012216562RT34,16562,10/4/2022,1/5/2022,2/5/2022,2,RT3,logtrip,,Cancelled,16800,6720
May012216562RT35,16562,29-04-22,1/5/2022,6/5/2022,1,RT3,others,,No Show,16800,16800
May012216562RT36,16562,26-04-22,1/5/2022,3/5/2022,2,RT3,others,,Cancelled,16800,6720
May012216562RT37,16562,27-04-22,1/5/2022,2/5/2022,2,RT3,makeyourtrip,,Cancelled,16800,6720
May012216562RT38,16562,29-04-22,1/5/2022,3/5/2022,1,RT3,others,,Checked Out,16800,16800
May012216562RT39,16562,29-04-22,1/5/2022,3/5/2022,2,RT3,direct online,2,Checked Out,16800,16800
May012216562RT310,16562,27-04-22,1/5/2022,3/5/2022,2,RT3,makeyourtrip,3,Checked Out,16800,16800
May012216562RT311,16562,28-04-22,1/5/2022,2/5/2022,2,RT3,others,,Checked Out,16800,16800
May012216562RT312,16562,25-04-22,1/5/2022,2/5/2022,2,RT3,others,,Cancelled,16800,6720
May012216562RT313,16562,24-04-22,1/5/2022,2/5/2022,4,RT3,direct online,,Checked Out,20160,20160
May012216562RT314,16562,29-04-22,1/5/2022,5/5/2022,1,RT3,makeyourtrip,,Cancelled,16800,6720
May012216562RT41,16562,29-04-22,1/5/2022,7/5/2022,2,RT4,direct online,,Checked Out,26600,26600
May012216562RT42,16562,26-04-22,1/5/2022,2/5/2022,2,RT4,others,,Checked Out,26600,26600
May012216562RT43,16562,29-04-22,1/5/2022,7/5/2022,4,RT4,others,,Cancelled,31920,12768
May012216562RT44,16562,29-04-22,1/5/2022,7/5/2022,1,RT4,direct online,,Checked Out,26600,26600
May012216563RT11,16563,30-04-22,1/5/2022,2/5/2022,1,RT1,others,,Cancelled,9100,3640
May012216563RT12,16563,27-04-22,1/5/2022,2/5/2022,2,RT1,tripster,3,Checked Out,9100,9100
May012216563RT13,16563,30-04-22,1/5/2022,3/5/2022,3,RT1,others,4,Checked Out,10010,10010
May012216563RT14,16563,28-04-22,1/5/2022,2/5/2022,1,RT1,makeyourtrip,5,Checked Out,9100,9100
May012216563RT15,16563,30-04-22,1/5/2022,2/5/2022,1,RT1,others,,Checked Out,9100,9100
May012216563RT16,16563,28-04-22,1/5/2022,2/5/2022,1,RT1,direct offline,,Cancelled,9100,3640
May012216563RT17,16563,1/5/2022,1/5/2022,3/5/2022,1,RT1,others,4,Checked Out,9100,9100
May012216563RT18,16563,28-04-22,1/5/2022,3/5/2022,1,RT1,makeyourtrip,5,Checked Out,9100,9100
May012216563RT19,16563,1/5/2022,1/5/2022,2/5/2022,1,RT1,direct online,,Cancelled,9100,3640
May012216563RT110,16563,25-04-22,1/5/2022,2/5/2022,1,RT1,logtrip,,Cancelled,9100,3640
May012216563RT111,16563,1/5/2022,1/5/2022,5/5/2022,2,RT1,others,,Checked Out,9100,9100
May012216563RT112,16563,1/5/2022,1/5/2022,2/5/2022,3,RT1,direct online,,Checked Out,10010,10010
May012216563RT113,16563,1/5/2022,1/5/2022,2/5/2022,4,RT1,makeyourtrip,,Checked Out,10920,10920
May012216563RT114,16563,1/5/2022,1/5/2022,2/5/2022,4,RT1,makeyourtrip,5,Checked Out,10920,10920
May012216563RT115,16563,1/5/2022,1/5/2022,2/5/2022,1,RT1,others,5,Checked Out,9100,9100
May012216563RT116,16563,1/5/2022,1/5/2022,2/5/2022,1,RT1,logtrip,,No Show,9100,9100
May012216563RT117,16563,26-04-22,1/5/2022,5/5/2022,1,RT1,others,1,Checked Out,9100,9100
May012216563RT118,16563,30-04-22,1/5/2022,3/5/2022,4,RT1,direct online,5,Checked Out,10920,10920
May012216563RT119,16563,30-04-22,1/5/2022,4/5/2022,1,RT1,makeyourtrip,5,Checked Out,9100,9100
May012216563RT120,16563,11/4/2022,1/5/2022,3/5/2022,1,RT1,journey,,Cancelled,9100,3640
May012216563RT121,16563,1/5/2022,1/5/2022,3/5/2022,1,RT1,others,,Checked Out,9100,9100
May012216563RT122,16563,28-04-22,1/5/2022,3/5/2022,1,RT1,logtrip,5,Checked Out,9100,9100
May012216563RT123,16563,25-04-22,1/5/2022,3/5/2022,1,RT1,others,,Checked Out,9100,9100
May012216563RT124,16563,7/4/2022,1/5/2022,4/5/2022,2,RT1,others,,Checked Out,9100,9100
May012216563RT125,16563,1/5/2022,1/5/2022,2/5/2022,1,RT1,others,4,Checked Out,9100,9100
May012216563RT126,16563,1/5/2022,1/5/2022,5/5/2022,1,RT1,others,4,Checked Out,9100,9100
May012216563RT127,16563,1/5/2022,1/5/2022,2/5/2022,1,RT1,others,,Checked Out,9100,9100
May012216563RT128,16563,29-04-22,1/5/2022,5/5/2022,1,RT1,others,1,Checked Out,9100,9100
May012216563RT129,16563,30-04-22,1/5/2022,4/5/2022,1,RT1,direct offline,,Cancelled,9100,3640
May012216563RT130,16563,1/5/2022,1/5/2022,2/5/2022,1,RT1,tripster,4,Checked Out,9100,9100
May012216563RT131,16563,30-04-22,1/5/2022,6/5/2022,4,RT1,others,,Checked Out,10920,10920
May012216563RT132,16563,1/5/2022,1/5/2022,2/5/2022,1,RT1,others,5,Checked Out,9100,9100
May012216563RT133,16563,1/5/2022,1/5/2022,2/5/2022,1,RT1,makeyourtrip,,Cancelled,9100,3640
May012216563RT134,16563,30-04-22,1/5/2022,3/5/2022,1,RT1,logtrip,5,Checked Out,9100,9100
May012216563RT135,16563,1/5/2022,1/5/2022,2/5/2022,2,RT1,others,,Checked Out,9100,9100
May012216563RT136,16563,28-04-22,1/5/2022,4/5/2022,1,RT1,tripster,5,Checked Out,9100,9100
May012216563RT21,16563,28-04-22,1/5/2022,7/5/2022,1,RT2,makeyourtrip,,Checked Out,12600,12600
May012216563RT22,16563,27-04-22,1/5/2022,2/5/2022,1,RT2,others,,Checked Out,12600,12600
May012216563RT23,16563,30-04-22,1/5/2022,2/5/2022,2,RT2,others,,Cancelled,12600,5040
May012216563RT24,16563,30-04-22,1/5/2022,5/5/2022,1,RT2,logtrip,5,Checked Out,12600,12600
May012216563RT25,16563,29-04-22,1/5/2022,4/5/2022,4,RT2,makeyourtrip,5,Checked Out,15120,15120
May012216563RT26,16563,30-04-22,1/5/2022,2/5/2022,1,RT2,tripster,1,Checked Out,12600,12600
May012216563RT27,16563,30-04-22,1/5/2022,2/5/2022,1,RT2,others,,Checked Out,12600,12600
May012216563RT28,16563,30-04-22,1/5/2022,3/5/2022,1,RT2,others,5,Checked Out,12600,12600
May012216563RT29,16563,28-04-22,1/5/2022,3/5/2022,2,RT2,others,5,Checked Out,12600,12600
May012216563RT210,16563,1/5/2022,1/5/2022,3/5/2022,2,RT2,direct online,,Cancelled,12600,5040
May012216563RT211,16563,30-04-22,1/5/2022,2/5/2022,1,RT2,logtrip,5,Checked Out,12600,12600
May012216563RT212,16563,30-04-22,1/5/2022,7/5/2022,1,RT2,others,,Checked Out,12600,12600
May012216563RT213,16563,28-04-22,1/5/2022,4/5/2022,1,RT2,others,,Cancelled,12600,5040
May012216563RT214,16563,30-04-22,1/5/2022,2/5/2022,4,RT2,others,,Cancelled,15120,6048
May012216563RT215,16563,1/5/2022,1/5/2022,2/5/2022,1,RT2,direct offline,,Checked Out,12600,12600
May012216563RT216,16563,1/5/2022,1/5/2022,3/5/2022,4,RT2,direct online,,Cancelled,15120,6048
May012216563RT217,16563,30-04-22,1/5/2022,2/5/2022,1,RT2,makeyourtrip,,Checked Out,12600,12600
May012216563RT218,16563,29-04-22,1/5/2022,2/5/2022,1,RT2,journey,4,Checked Out,12600,12600
May012216563RT219,16563,1/5/2022,1/5/2022,2/5/2022,2,RT2,others,,Checked Out,12600,12600
May012216563RT220,16563,1/5/2022,1/5/2022,3/5/2022,1,RT2,direct online,5,Checked Out,12600,12600
May012216563RT221,16563,1/5/2022,1/5/2022,2/5/2022,1,RT2,others,5,Checked Out,12600,12600
May012216563RT222,16563,1/5/2022,1/5/2022,2/5/2022,3,RT2,others,,Cancelled,13860,5544
May012216563RT223,16563,1/5/2022,1/5/2022,2/5/2022,1,RT2,makeyourtrip,,Checked Out,12600,12600
May012216563RT224,16563,28-04-22,1/5/2022,2/5/2022,1,RT2,others,2,Checked Out,12600,12600
May012216563RT225,16563,30-04-22,1/5/2022,2/5/2022,1,RT2,tripster,,No Show,12600,12600
May012216563RT226,16563,26-04-22,1/5/2022,2/5/2022,2,RT2,journey,,Cancelled,12600,5040
May012216563RT227,16563,30-04-22,1/5/2022,2/5/2022,2,RT2,others,,Cancelled,12600,5040
May012216563RT228,16563,25-04-22,1/5/2022,3/5/2022,1,RT2,others,4,Checked Out,12600,12600
May012216563RT229,16563,30-04-22,1/5/2022,5/5/2022,1,RT2,journey,,Checked Out,12600,12600
May012216563RT230,16563,1/5/2022,1/5/2022,2/5/2022,1,RT2,makeyourtrip,5,Checked Out,12600,12600
May012216563RT231,16563,30-04-22,1/5/2022,2/5/2022,1,RT2,makeyourtrip,,Checked Out,12600,12600
May012216563RT232,16563,1/5/2022,1/5/2022,2/5/2022,4,RT2,direct offline,,Checked Out,15120,15120
May012216563RT233,16563,30-04-22,1/5/2022,2/5/2022,1,RT2,others,5,Checked Out,12600,12600
May012216563RT234,16563,1/5/2022,1/5/2022,2/5/2022,1,RT2,others,,Checked Out,12600,12600
May012216563RT235,16563,28-04-22,1/5/2022,7/5/2022,4,RT2,others,5,Checked Out,15120,15120
May012216563RT236,16563,30-04-22,1/5/2022,5/5/2022,1,RT2,others,,Cancelled,12600,5040
May012216563RT237,16563,30-04-22,1/5/2022,2/5/2022,1,RT2,logtrip,5,Checked Out,12600,12600
May012216563RT31,16563,28-04-22,1/5/2022,2/5/2022,1,RT3,others,5,Checked Out,16800,16800
May012216563RT32,16563,1/5/2022,1/5/2022,2/5/2022,5,RT3,direct offline,5,Checked Out,21840,21840
May012216563RT33,16563,30-04-22,1/5/2022,2/5/2022,1,RT3,direct offline,5,Checked Out,16800,16800
May012216563RT34,16563,30-04-22,1/5/2022,2/5/2022,1,RT3,makeyourtrip,4,Checked Out,16800,16800
May012216563RT35,16563,30-04-22,1/5/2022,5/5/2022,2,RT3,makeyourtrip,,Checked Out,16800,16800
May012216563RT36,16563,1/5/2022,1/5/2022,7/5/2022,1,RT3,direct online,5,Checked Out,16800,16800
May012216563RT37,16563,30-04-22,1/5/2022,2/5/2022,1,RT3,makeyourtrip,,Checked Out,16800,16800
May012216563RT38,16563,28-04-22,1/5/2022,2/5/2022,1,RT3,others,,Cancelled,16800,6720
May012216563RT39,16563,24-04-22,1/5/2022,3/5/2022,1,RT3,others,,Cancelled,16800,6720
May012216563RT310,16563,27-04-22,1/5/2022,3/5/2022,4,RT3,journey,,Checked Out,20160,20160
May012216563RT311,16563,27-04-22,1/5/2022,2/5/2022,1,RT3,logtrip,,Checked Out,16800,16800
May012216563RT312,16563,29-04-22,1/5/2022,3/5/2022,1,RT3,direct offline,4,Checked Out,16800,16800
May012216563RT313,16563,1/5/2022,1/5/2022,3/5/2022,4,RT3,logtrip,,Checked Out,20160,20160
May012216563RT314,16563,26-04-22,1/5/2022,2/5/2022,1,RT3,makeyourtrip,3,Checked Out,16800,16800
May012216563RT315,16563,1/5/2022,1/5/2022,2/5/2022,1,RT3,direct online,,Checked Out,16800,16800
May012216563RT316,16563,1/5/2022,1/5/2022,2/5/2022,4,RT3,makeyourtrip,5,Checked Out,20160,20160
May012216563RT317,16563,7/4/2022,1/5/2022,2/5/2022,4,RT3,others,2,Checked Out,20160,20160
May012216563RT41,16563,25-04-22,1/5/2022,2/5/2022,4,RT4,direct online,,Cancelled,31920,12768
May012216563RT42,16563,28-04-22,1/5/2022,2/5/2022,2,RT4,others,5,Checked Out,26600,26600
May012216563RT43,16563,28-04-22,1/5/2022,3/5/2022,1,RT4,others,,Checked Out,26600,26600
May012216563RT44,16563,1/5/2022,1/5/2022,2/5/2022,1,RT4,logtrip,,Cancelled,26600,10640
May012216563RT45,16563,1/5/2022,1/5/2022,2/5/2022,5,RT4,logtrip,5,Checked Out,34580,34580
May012216563RT46,16563,24-04-22,1/5/2022,3/5/2022,1,RT4,makeyourtrip,5,Checked Out,26600,26600
May012216563RT47,16563,10/4/2022,1/5/2022,4/5/2022,1,RT4,makeyourtrip,3,Checked Out,26600,26600
May012216563RT48,16563,30-04-22,1/5/2022,2/5/2022,2,RT4,makeyourtrip,,No Show,26600,26600
May012216563RT49,16563,30-04-22,1/5/2022,2/5/2022,5,RT4,logtrip,,Checked Out,34580,34580
May012216563RT410,16563,1/5/2022,1/5/2022,4/5/2022,1,RT4,others,,No Show,26600,26600
May012216563RT411,16563,25-04-22,1/5/2022,2/5/2022,1,RT4,makeyourtrip,,Cancelled,26600,10640
May012216563RT412,16563,28-04-22,1/5/2022,5/5/2022,1,RT4,makeyourtrip,,Cancelled,26600,10640
May012216563RT413,16563,28-04-22,1/5/2022,2/5/2022,1,RT4,others,,Cancelled,26600,10640
May012216563RT414,16563,27-04-22,1/5/2022,2/5/2022,5,RT4,logtrip,5,Checked Out,34580,34580
May012216563RT415,16563,27-04-22,1/5/2022,2/5/2022,3,RT4,others,5,Checked Out,29260,29260
May012216563RT416,16563,1/5/2022,1/5/2022,2/5/2022,2,RT4,logtrip,,Checked Out,26600,26600
May012216563RT417,16563,1/5/2022,1/5/2022,3/5/2022,1,RT4,others,5,Checked Out,26600,26600
May012217558RT11,17558,11/4/2022,1/5/2022,2/5/2022,2,RT1,others,,Cancelled,11050,4420
May012217558RT12,17558,24-04-22,1/5/2022,3/5/2022,2,RT1,others,,Cancelled,11050,4420
May012217558RT13,17558,28-04-22,1/5/2022,7/5/2022,1,RT1,others,,No Show,11050,11050
May012217558RT14,17558,7/4/2022,1/5/2022,2/5/2022,2,RT1,makeyourtrip,3,Checked Out,11050,11050
May012217558RT15,17558,29-04-22,1/5/2022,3/5/2022,2,RT1,logtrip,,Cancelled,11050,4420
May012217558RT16,17558,29-04-22,1/5/2022,2/5/2022,2,RT1,makeyourtrip,,Checked Out,11050,11050
May012217558RT17,17558,27-04-22,1/5/2022,7/5/2022,2,RT1,logtrip,,No Show,11050,11050
May012217558RT18,17558,1/5/2022,1/5/2022,7/5/2022,2,RT1,others,,Cancelled,11050,4420
May012217558RT19,17558,25-04-22,1/5/2022,2/5/2022,1,RT1,others,,Cancelled,11050,4420
May012217558RT110,17558,24-04-22,1/5/2022,2/5/2022,4,RT1,others,3,Checked Out,13260,13260
May012217558RT111,17558,28-04-22,1/5/2022,5/5/2022,2,RT1,others,3,Checked Out,11050,11050
May012217558RT112,17558,30-04-22,1/5/2022,6/5/2022,2,RT1,others,,Cancelled,11050,4420
May012217558RT113,17558,28-04-22,1/5/2022,2/5/2022,4,RT1,journey,2,Checked Out,13260,13260
May012217558RT21,17558,28-04-22,1/5/2022,3/5/2022,3,RT2,makeyourtrip,,Cancelled,16830,6732
May012217558RT22,17558,29-04-22,1/5/2022,3/5/2022,2,RT2,others,,Cancelled,15300,6120
May012217558RT23,17558,27-04-22,1/5/2022,2/5/2022,3,RT2,makeyourtrip,,Checked Out,16830,16830
May012217558RT24,17558,29-04-22,1/5/2022,2/5/2022,2,RT2,direct offline,3,Checked Out,15300,15300
May012217558RT25,17558,30-04-22,1/5/2022,2/5/2022,3,RT2,others,,Checked Out,16830,16830
May012217558RT26,17558,30-04-22,1/5/2022,2/5/2022,1,RT2,tripster,3,Checked Out,15300,15300
May012217558RT27,17558,29-04-22,1/5/2022,2/5/2022,3,RT2,others,3,Checked Out,16830,16830
May012217558RT28,17558,27-04-22,1/5/2022,2/5/2022,2,RT2,tripster,,Cancelled,15300,6120
May012217558RT29,17558,25-04-22,1/5/2022,2/5/2022,1,RT2,others,3,Checked Out,15300,15300
May012217558RT210,17558,30-04-22,1/5/2022,2/5/2022,2,RT2,makeyourtrip,,Cancelled,15300,6120
May012217558RT211,17558,29-04-22,1/5/2022,6/5/2022,2,RT2,direct online,3,Checked Out,15300,15300
May012217558RT212,17558,27-04-22,1/5/2022,2/5/2022,3,RT2,others,,No Show,16830,16830
May012217558RT213,17558,26-04-22,1/5/2022,2/5/2022,2,RT2,others,3,Checked Out,15300,15300
May012217558RT214,17558,25-04-22,1/5/2022,2/5/2022,2,RT2,logtrip,4,Checked Out,15300,15300
